A,B,C,D,E,F,G,H,I,J,K,L,M
1,0,1,2,21,0,0,1,0,1,3,98,24
3,1,6,1,127,40,38,3,0,7,2,49,2
18,0,36,3,90,59,61,17,0,32,1,0,0
33,0,22,2,0,20,20,33,1,27,3,0,0
8,1,2,2,0,0,0,3,0,3,2,2,0
1,0,1,3,0,0,0,1,0,2,0,0,0
2,1,1,2,0,0,0,1,1,1,3,0,0
1,0,2,3,0,0,0,2,0,1,2,1,0
2,0,2,3,19,0,0,1,0,1,3,106,19
1,0,5,4,123,38,42,3,0,10,2,75,14
23,0,33,2,118,60,56,26,0,27,1,52,4
23,0,33,2,79,57,61,29,1,30,3,0,0
31,0,25,4,0,16,9,30,0,22,4,0,0
10,0,1,4,0,0,0,2,0,2,1,1,0
1,2,2,2,0,0,0,1,0,1,4,2,0
1,0,2,4,0,0,0,1,0,1,2,0,0
2,0,1,2,23,0,0,1,1,1,1,87,24
1,1,10,3,125,41,39,5,0,9,4,46,16
22,0,34,3,127,61,57,25,0,25,2,16,4
29,1,29,2,61,52,63,33,1,35,2,0,0
27,0,15,4,0,0,22,22,1,29,2,0,1
1,0,1,3,0,0,0,9,0,1,2,0,0
1,0,2,3,0,0,0,1,1,2,4,0,0
2,1,1,2,0,0,0,2,0,1,2,0,2
1,1,2,3,22,0,0,1,0,1,2,105,26
2,1,3,4,107,34,39,5,0,8,3,86,20
26,1,28,2,127,53,57,25,0,29,2,36,0
23,1,30,3,74,60,60,19,0,40,2,0,0
30,1,26,4,0,16,11,24,1,24,3,1,0
8,0,2,3,0,0,0,4,0,1,3,0,0
2,2,1,2,0,0,0,1,0,2,2,0,0
1,0,2,5,0,0,0,1,0,1,3,2,1
1,0,2,3,19,0,0,1,1,1,2,69,47
2,1,5,1,113,37,39,3,0,7,2,69,17
21,2,35,2,125,54,61,22,0,33,3,59,0
23,2,32,4,80,55,54,37,0,24,2,10,0
30,0,30,4,0,37,0,24,0,14,3,0,0
15,0,6,2,0,0,0,1,0,1,3,0,0
1,2,1,3,0,0,0,1,0,2,2,0,1
1,1,2,4,0,0,0,2,0,1,2,0,0
2,1,1,3,19,0,0,1,0,1,3,109,28
1,1,13,3,134,43,42,2,0,6,2,46,8
22,0,30,4,133,60,58,26,0,27,2,23,0
28,1,32,1,48,60,64,23,0,44,2,0,1
33,0,15,5,0,0,6,29,0,23,3,2,0
3,1,1,2,0,0,0,1,1,1,2,1,0
1,1,2,2,0,0,0,1,0,2,3,0,0
2,1,1,3,0,0,0,1,0,1,3,0,1
1,1,2,3,19,0,0,1,1,1,0,93,32
2,2,8,3,127,39,41,4,1,10,3,85,16
17,0,33,4,124,58,62,21,0,29,4,39,0
30,1,35,4,61,61,62,38,0,30,2,1,0
35,1,13,1,0,6,2,31,0,12,3,1,0
4,2,2,3,0,0,0,3,0,1,3,1,0
2,0,2,4,0,0,0,1,0,2,1,0,0
1,1,1,3,0,0,0,2,0,1,2,0,0
2,0,2,3,21,0,0,1,1,1,1,87,34
2,3,8,2,134,41,42,2,0,7,4,62,8
22,0,31,4,134,57,64,32,0,31,3,17,1
30,0,30,4,46,51,63,26,0,35,2,0,1
19,1,18,2,0,0,17,33,0,25,2,1,0
2,0,2,4,0,0,0,6,0,1,4,0,0
1,1,1,1,0,0,0,1,1,2,2,0,0
1,0,2,4,0,0,0,1,0,1,2,0,0
2,0,1,4,16,0,0,1,1,1,2,83,35
1,0,7,2,120,36,41,3,0,10,2,78,30
21,1,28,2,122,48,62,27,0,26,4,50,8
22,0,29,3,78,59,55,28,1,30,0,6,1
29,1,23,1,0,35,0,28,0,14,3,1,0
25,1,4,2,0,0,0,0,0,0,1,0,0
1,0,1,3,0,0,0,1,2,1,2,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,1,1,2,17,0,0,1,0,1,2,73,14
1,0,7,2,130,39,38,2,0,5,2,50,2
21,0,29,2,92,53,62,30,0,22,2,2,0
28,1,26,1,0,33,14,30,0,27,1,0,0
18,1,4,3,0,0,0,4,1,0,1,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
0,0,1,1,0,0,0,1,0,1,2,0,1
1,0,1,3,0,0,0,1,1,1,1,0,0
1,0,1,2,21,0,0,0,1,1,3,62,30
3,0,4,1,132,39,41,3,0,5,2,31,5
23,0,31,3,84,62,61,28,0,30,0,1,0
37,1,20,1,0,18,16,27,0,22,1,0,0
7,1,2,2,0,0,0,9,0,1,3,0,0
1,1,1,1,0,0,0,0,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,1,0,0
1,1,1,2,0,0,0,1,0,1,1,0,0
1,1,2,2,20,0,0,1,1,0,2,63,19
2,0,4,2,114,37,42,4,0,9,3,33,8
25,0,26,3,103,56,58,22,0,27,1,1,0
30,0,31,1,0,26,18,32,0,23,2,0,0
8,2,1,2,0,0,0,7,0,1,1,0,0
1,1,1,3,0,0,0,1,0,1,1,0,0
1,1,1,1,0,0,0,1,1,0,2,2,0
1,0,1,3,0,0,0,0,0,1,2,0,0
1,0,1,2,18,0,0,1,0,1,2,85,34
2,1,3,2,130,38,40,3,0,6,2,49,14
20,0,30,2,93,62,60,22,0,24,1,1,0
41,0,22,2,0,21,19,38,0,27,2,0,0
9,0,2,2,0,0,0,5,0,1,0,0,0
0,0,1,2,0,0,0,1,0,0,3,1,0
1,0,2,2,0,0,0,1,1,1,2,1,0
1,0,1,2,0,0,0,1,0,1,1,1,0
1,0,1,2,22,0,0,1,1,1,1,61,10
3,1,4,2,135,41,44,2,0,7,3,34,7
21,1,32,2,81,59,58,29,0,26,2,1,0
28,0,34,1,0,24,12,35,0,17,1,0,0
9,1,1,3,0,0,0,3,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,0,1,1,1,0,0
1,1,1,1,0,0,0,1,0,1,3,1,0
1,1,1,3,14,0,0,1,0,1,1,70,34
1,1,7,2,127,37,39,2,0,6,2,58,5
25,0,19,3,96,51,63,29,0,26,1,13,0
28,0,25,1,0,37,10,34,1,19,2,0,0
25,0,4,3,0,0,0,1,0,1,1,1,1
1,0,1,2,0,0,0,1,0,1,1,0,0
1,1,1,1,0,0,0,1,1,1,3,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,3,25,0,0,1,0,0,1,60,24
1,0,5,1,118,39,39,0,0,9,2,38,6
23,0,31,3,95,62,58,30,1,20,1,0,0
32,2,22,0,0,14,25,32,0,23,2,0,0
7,0,1,4,0,0,0,13,0,2,2,0,0
1,0,1,2,0,0,0,1,0,1,1,1,1
1,0,1,1,0,0,0,0,1,0,1,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,1,1,3,19,0,0,1,0,1,2,85,17
1,0,6,2,132,36,41,2,0,11,2,69,3
20,0,31,1,87,54,63,21,0,29,1,3,0
26,0,31,2,1,39,5,35,0,14,3,0,0
17,1,6,2,0,0,0,3,0,1,2,0,0
1,0,1,3,0,0,0,1,0,0,1,0,0
1,1,1,1,0,0,0,1,1,1,1,1,0
1,1,1,3,0,0,0,1,0,1,2,0,1
1,1,1,1,21,0,0,0,0,1,2,58,15
1,0,5,3,135,38,44,4,0,8,2,52,4
23,0,28,2,83,59,62,30,1,22,1,0,0
27,1,23,1,0,18,17,31,0,28,1,0,0
15,1,1,2,0,0,0,6,0,1,2,0,0
1,1,1,2,0,0,0,0,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,1,1,0
1,1,2,1,0,0,0,1,0,1,2,1,0
1,0,1,4,21,0,0,1,0,1,1,82,27
2,0,10,2,128,40,39,3,0,6,3,17,6
20,0,30,1,86,59,57,22,0,33,1,0,0
26,0,15,2,5,2,43,24,0,33,2,0,0
4,1,1,1,0,0,0,14,1,10,1,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,2,1,1,0,0,0,1,1,1,2,1,0
1,0,1,3,0,0,0,0,0,1,1,0,0
1,0,1,3,23,0,0,1,1,0,1,72,21
3,0,6,1,131,40,39,2,0,5,2,40,1
19,0,31,2,82,65,59,25,0,28,2,0,0
33,2,25,1,0,10,23,28,0,31,2,0,0
5,1,2,3,0,0,0,7,0,2,2,0,0
1,2,1,1,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,0,0,2,0,0
1,0,1,2,0,0,0,1,0,1,0,0,0
1,0,1,3,23,0,0,1,0,1,1,86,24
1,1,8,1,139,41,42,4,0,8,3,33,7
25,1,25,3,77,64,62,21,1,27,1,0,0
31,0,28,1,0,11,19,36,0,28,2,0,0
5,1,1,2,0,0,0,5,0,1,2,0,0
1,0,1,3,0,0,0,1,0,0,0,0,1
1,0,1,2,0,0,0,1,0,1,4,1,0
1,0,1,2,0,0,0,0,0,1,1,0,0
1,1,1,1,18,0,0,1,0,1,2,94,34
1,2,6,3,127,39,41,3,1,9,0,56,10
23,0,29,2,92,59,58,28,0,24,2,1,0
28,1,28,1,0,22,18,30,0,25,3,0,0
11,0,2,3,0,0,0,3,0,1,1,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,1,1,1,1,0,0
1,0,1,1,16,0,0,1,0,1,2,65,26
2,1,4,2,150,39,42,2,0,6,2,29,2
22,0,35,2,71,63,60,28,1,30,0,0,0
29,0,25,3,0,11,21,28,0,26,2,0,0
3,0,1,1,0,0,0,8,1,1,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,0,0,1,2,0,0
1,0,2,2,0,0,0,1,1,1,1,1,0
1,0,1,2,19,0,0,1,1,0,1,83,19
2,1,8,2,126,35,40,3,0,6,2,51,7
16,0,25,3,91,63,59,27,0,25,2,0,1
41,0,25,2,0,20,19,37,0,19,2,1,0
8,0,1,2,0,0,0,7,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,3,0,0
1,0,1,2,0,0,0,1,0,0,1,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,0,1,1,19,0,0,0,1,1,0,70,13
2,1,9,2,132,41,41,3,0,7,4,62,2
19,0,31,3,86,59,63,31,1,25,1,1,0
30,0,25,2,0,16,17,26,0,28,2,0,0
6,1,1,2,0,0,0,8,1,1,1,0,0
1,0,1,3,0,0,0,0,0,0,2,0,0
1,1,2,0,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,1,1,1,0,0
1,0,1,2,25,0,0,1,1,1,2,68,22
3,0,9,1,129,40,42,3,1,8,1,65,3
19,0,29,2,84,59,62,22,0,32,2,1,0
32,1,26,4,0,24,10,30,0,21,2,2,0
12,1,1,1,0,0,0,3,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,1,1,1,0,0,0,0,0,1,2,1,0
1,1,1,3,21,0,0,1,0,1,2,91,21
1,1,5,1,135,41,42,2,1,6,1,41,2
28,1,24,3,82,58,63,29,0,30,1,2,0
37,0,27,2,0,24,9,34,0,17,2,0,0
7,1,3,2,0,0,0,1,0,1,1,0,0
1,1,1,1,0,0,0,1,0,1,2,0,0
1,0,1,4,0,0,0,1,1,1,2,0,0
1,0,1,1,0,0,0,1,0,0,2,1,0
1,1,1,2,24,0,0,1,0,1,2,94,28
2,0,5,3,136,37,46,3,0,5,1,46,1
22,0,30,1,81,63,60,26,0,31,1,2,0
29,0,28,2,0,24,10,34,0,21,1,1,0
13,1,2,2,0,0,0,2,0,1,3,0,0
1,2,1,2,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,0,0,1,0,0
1,0,1,2,0,0,0,0,0,1,2,0,0
1,0,2,2,23,0,0,1,0,1,2,62,29
1,0,9,2,127,40,42,3,0,8,1,47,24
28,0,25,1,89,63,62,28,0,23,1,3,0
27,0,30,3,0,23,9,34,1,20,1,0,0
13,0,1,3,0,0,0,3,0,0,3,1,0
1,0,1,1,0,0,0,1,0,1,2,0,0
1,1,1,1,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,1,0,0
1,1,1,1,22,0,0,1,0,1,2,92,24
1,0,7,3,127,37,41,2,0,7,2,70,1
23,0,30,2,89,58,61,29,1,26,0,1,0
22,1,33,2,0,26,15,32,0,18,3,0,0
11,0,2,2,0,0,0,8,0,1,1,0,0
1,0,2,2,0,0,0,1,0,1,2,0,0
1,2,1,1,0,0,0,0,1,1,0,1,1
1,0,1,3,0,0,0,1,1,1,3,0,0
1,1,1,2,15,0,0,1,0,1,2,85,19
1,0,10,2,134,39,38,2,0,4,1,38,8
16,0,36,3,90,62,61,21,0,34,1,1,0
31,1,21,1,0,18,21,30,1,27,3,0,1
10,0,1,2,0,0,0,7,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,1,1,1,1,0,0
1,0,1,2,0,0,0,1,0,0,2,0,0
1,0,1,2,22,0,0,0,1,1,2,80,12
1,0,10,1,142,42,40,1,0,5,1,23,1
15,0,34,3,75,60,63,35,0,21,3,0,0
31,0,24,2,0,15,19,36,0,25,0,1,0
10,0,1,2,0,0,0,5,0,2,3,0,0
1,0,1,2,0,0,0,0,0,0,1,0,0
1,0,1,2,0,0,0,1,0,1,2,0,1
1,1,1,1,0,0,0,1,0,1,1,0,0
1,0,1,3,19,0,0,1,0,1,2,55,23
4,1,7,1,120,36,37,2,0,6,2,49,10
23,2,26,1,95,60,61,24,0,25,2,0,0
27,0,24,4,6,11,35,32,0,32,0,0,0
3,0,1,1,0,0,0,11,0,7,2,0,0
1,1,1,3,0,0,0,1,0,1,1,0,0
1,1,1,2,0,0,0,1,0,1,3,0,0
1,0,1,2,0,0,0,1,0,1,2,1,1
1,0,2,2,20,0,0,0,0,1,2,94,19
1,0,8,2,133,40,41,3,0,8,1,42,2
22,0,29,2,84,61,61,24,0,29,2,1,0
33,1,25,2,0,16,18,24,0,29,1,0,0
7,2,1,1,0,0,0,9,0,1,2,0,0
0,0,1,3,0,0,0,0,0,1,2,1,0
1,0,1,3,0,0,0,1,0,1,2,0,1
1,1,1,1,0,0,0,1,0,1,0,0,0
1,1,1,2,21,0,0,1,1,0,2,64,22
1,0,8,2,142,39,42,3,0,9,2,26,6
23,0,27,2,76,60,61,21,1,31,2,2,0
29,2,27,3,0,26,11,32,1,22,2,1,0
16,0,2,1,0,0,0,2,0,1,1,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,1,1,1,0,0,0,1,1,0,1,1,1
1,1,2,2,0,0,0,0,0,1,2,0,0
1,1,1,3,22,0,0,1,0,1,2,77,21
2,1,6,1,139,36,47,2,0,7,1,46,5
22,0,28,4,79,62,59,37,0,26,2,1,0
30,1,30,1,0,27,9,26,1,22,1,0,0
10,0,5,3,0,0,0,1,0,0,3,0,0
1,1,1,1,0,0,0,1,0,1,1,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,1,1,1
1,0,1,2,23,0,0,1,0,1,2,94,12
1,0,6,2,140,41,45,2,0,6,2,36,6
28,0,28,2,75,62,61,28,0,34,2,0,0
25,1,29,1,0,15,14,26,1,25,0,0,0
8,1,2,2,0,0,0,4,0,1,2,0,0
1,1,1,3,0,0,0,1,0,1,2,0,0
0,1,1,2,0,0,0,0,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,2,1,0
1,1,1,2,19,0,0,1,0,1,2,62,46
2,1,5,2,125,39,40,1,0,6,1,37,6
22,0,28,3,93,60,57,35,1,20,2,1,0
34,0,23,2,0,15,26,27,0,29,2,0,0
7,0,1,1,0,0,0,7,0,4,1,0,0
1,1,1,3,0,0,0,1,1,1,2,0,0
1,1,1,1,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,0,1,2,22,0,0,0,0,0,3,77,29
3,1,5,2,124,39,36,3,0,8,1,43,8
19,0,34,2,94,59,64,20,0,30,1,2,0
25,0,33,2,0,20,22,38,0,19,1,1,0
7,1,1,2,0,0,0,10,0,2,3,0,0
1,0,1,2,0,0,0,1,1,1,2,2,0
1,1,1,2,0,0,0,0,0,0,1,0,0
1,1,1,1,0,0,0,1,0,1,2,1,0
1,1,1,3,17,0,0,1,0,1,1,78,31
1,0,5,3,135,36,41,3,0,5,2,44,10
26,0,27,2,86,62,62,24,0,34,2,1,0
30,1,29,1,0,17,20,29,0,28,1,0,1
4,0,1,3,0,0,0,6,0,0,2,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,0,2,2,0,0,0,1,0,1,1,0,0
0,1,1,2,0,0,0,0,0,1,2,0,0
1,0,1,1,19,0,0,1,0,1,2,77,12
4,1,7,2,143,42,38,2,1,7,0,22,13
20,0,32,3,75,59,59,23,0,28,3,0,0
31,1,11,2,0,0,39,30,0,30,1,0,0
3,0,1,3,0,0,0,16,0,7,2,0,0
1,0,1,0,0,0,0,0,0,1,2,0,1
1,0,1,3,0,0,0,1,0,1,2,0,0
1,1,1,1,0,0,0,1,0,1,1,0,1
1,1,1,2,18,0,0,1,1,1,1,88,22
2,1,6,3,131,39,40,1,0,8,3,56,4
25,0,25,2,90,58,63,23,0,26,1,1,0
30,0,30,2,0,29,10,31,0,26,2,0,0
12,0,5,2,0,0,0,3,0,1,1,0,1
1,1,1,2,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,1,1,1,0,0
1,0,1,1,0,0,0,0,1,0,1,0,0
1,0,1,3,16,0,0,1,0,1,3,60,28
3,1,7,1,127,35,40,2,1,4,2,42,8
18,0,23,3,98,59,59,26,0,30,1,1,0
31,0,29,2,0,18,29,30,1,30,2,0,0
7,1,1,0,0,0,0,9,0,4,2,0,0
1,2,1,1,0,0,0,1,1,0,1,0,0
1,1,1,4,0,0,0,1,0,1,2,0,0
1,2,1,2,0,0,0,1,0,1,1,0,0
1,0,1,2,22,0,0,1,0,1,2,88,6
2,2,8,2,128,43,41,1,0,6,2,57,3
26,1,29,3,86,60,62,26,1,28,2,0,1
34,0,24,3,0,21,9,23,0,30,1,0,0
8,0,2,1,0,0,0,4,0,0,1,0,0
1,1,1,1,0,0,0,1,1,1,2,0,0
1,1,1,2,0,0,0,0,1,1,2,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,1,1,2,18,0,0,1,0,1,1,74,14
1,1,6,3,141,39,40,4,0,5,1,20,3
23,0,31,2,80,60,65,22,0,30,3,0,0
28,1,16,1,0,0,35,32,0,32,1,0,1
1,0,1,3,0,0,0,12,0,9,2,0,0
1,1,1,1,0,0,0,1,1,1,2,0,0
1,2,1,1,0,0,0,1,1,1,1,0,0
1,0,2,4,0,0,0,1,0,1,2,2,0
1,1,1,2,20,0,0,0,1,1,1,84,15
1,0,9,2,125,37,41,4,0,9,2,42,5
26,0,26,2,93,61,60,23,1,27,2,0,0
25,2,28,1,0,14,25,31,0,26,1,0,0
3,0,1,3,0,0,0,12,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
2,1,2,2,0,0,0,1,0,2,2,0,0
2,0,2,5,0,0,0,1,0,1,2,0,0
1,1,2,3,16,0,0,2,0,2,3,120,20
3,0,7,3,136,36,44,2,1,8,3,60,9
23,2,31,3,125,60,60,23,0,35,4,40,9
29,0,31,5,106,64,64,32,0,32,2,13,0
42,0,24,3,10,46,19,29,0,27,3,0,0
25,1,10,4,0,0,0,12,0,1,4,0,0
2,0,2,4,0,0,0,1,1,2,1,0,0
1,0,2,3,0,0,0,2,0,1,5,0,1
2,0,2,4,17,0,0,1,1,2,1,99,36
3,0,8,3,118,39,41,3,0,8,4,78,16
19,1,33,3,110,56,59,25,1,25,1,65,7
26,1,23,4,106,49,57,33,1,34,3,37,0
32,1,34,4,39,60,12,25,0,23,5,2,0
24,1,32,4,0,17,0,6,0,1,2,0,0
6,1,2,3,0,0,0,2,0,2,3,0,0
2,0,2,4,0,0,0,1,0,1,4,1,0
2,0,2,4,15,0,0,2,0,2,2,102,48
1,1,8,2,127,41,39,3,0,5,3,50,13
25,1,30,5,126,55,63,26,0,35,3,51,3
24,1,37,3,108,59,60,36,1,23,3,5,1
30,1,21,3,1,33,27,31,0,29,3,0,0
21,0,8,6,0,0,0,13,0,2,3,0,0
2,1,2,1,0,0,0,1,0,2,2,0,0
2,1,2,5,0,0,0,2,0,1,4,0,0
1,1,2,2,21,0,0,1,0,2,3,106,40
3,0,10,5,122,36,42,2,0,13,3,56,19
19,0,22,4,122,60,59,19,0,29,3,56,13
41,1,28,2,112,58,62,38,0,34,2,5,0
33,1,27,5,0,36,24,23,1,30,3,0,1
19,0,7,4,0,0,0,11,0,2,3,1,0
2,1,2,2,0,0,0,2,0,2,4,1,0
1,0,2,5,0,0,0,1,0,1,3,0,0
2,1,1,4,25,0,0,2,0,2,3,112,31
4,1,9,1,117,42,39,4,0,8,2,76,20
23,0,32,6,118,59,58,27,1,28,3,69,5
29,1,28,3,113,57,59,31,1,26,3,12,0
32,2,27,3,10,42,26,28,0,30,3,0,0
21,1,14,4,0,0,0,11,1,3,3,0,0
1,2,2,3,0,0,0,1,0,2,3,0,0
2,1,2,5,0,0,0,2,0,1,3,0,0
2,0,2,4,19,0,0,1,1,2,3,80,35
1,2,7,2,119,38,42,4,0,9,3,80,17
26,0,20,5,121,51,62,29,1,29,2,56,6
35,1,26,3,120,54,61,33,0,29,3,10,0
27,2,36,2,7,43,35,32,0,29,4,0,0
14,2,11,4,0,0,0,13,0,7,2,0,0
2,0,2,5,0,0,0,2,0,2,2,0,0
2,1,2,3,0,0,0,1,0,1,4,0,0
1,2,2,4,18,0,0,2,0,2,4,94,31
3,0,5,4,118,38,41,3,0,8,3,108,32
23,1,32,5,118,57,56,19,0,36,3,55,1
34,0,25,3,130,58,60,24,0,34,2,10,0
29,0,31,2,6,52,27,24,0,37,3,1,0
29,2,13,4,0,0,0,11,2,2,3,0,0
2,0,1,4,0,0,0,1,0,2,4,1,0
1,2,2,3,0,0,0,2,1,1,1,0,0
2,1,2,4,9,0,0,1,0,2,3,115,21
2,2,7,2,123,32,33,2,0,6,5,88,21
22,0,27,6,123,60,61,24,0,33,0,56,3
28,0,33,4,111,57,63,27,1,28,5,27,0
37,1,25,2,22,62,19,29,2,30,2,0,0
26,1,24,3,0,1,0,10,0,1,2,0,0
1,0,2,5,0,0,0,2,0,2,4,0,0
2,1,2,3,0,0,0,1,0,1,3,0,0
2,0,2,6,23,0,0,2,0,2,3,101,36
1,2,11,1,117,39,41,3,0,8,4,62,35
24,0,28,5,117,57,57,27,0,25,2,34,7
27,1,33,3,116,63,60,31,2,30,2,16,0
35,0,24,4,20,49,27,28,1,39,4,0,0
26,1,16,3,0,0,0,7,0,1,4,1,0
2,1,2,5,0,0,0,1,0,2,0,0,0
2,0,2,3,0,0,0,2,1,1,5,0,0
1,0,2,4,19,0,0,1,1,2,3,84,43
3,1,10,3,117,40,37,4,0,5,2,80,15
22,0,32,4,116,58,60,21,0,35,4,60,16
22,0,34,4,126,52,60,28,1,32,1,5,0
30,0,27,4,2,37,36,34,0,25,5,3,0
21,2,4,1,0,0,0,15,0,8,3,0,1
2,0,2,5,0,0,0,2,0,2,3,0,0
1,1,2,3,0,0,0,1,0,1,3,0,1
2,2,2,2,20,0,0,2,0,2,2,82,39
3,1,8,5,129,41,43,1,1,9,2,59,10
23,0,34,5,112,60,62,24,1,34,5,57,3
31,0,23,3,116,51,58,36,0,30,2,24,0
35,2,23,4,21,52,29,21,0,34,4,0,0
29,1,15,3,0,2,0,13,0,4,2,0,2
2,1,2,4,0,0,0,1,1,2,3,0,0
2,0,2,4,0,0,0,2,0,1,4,0,0
2,1,1,2,15,0,0,1,0,2,2,84,48
1,1,7,4,132,37,47,2,0,8,3,69,47
28,0,30,4,125,59,59,31,0,31,2,35,22
29,1,36,4,110,58,59,32,0,30,3,6,3
23,0,28,3,13,28,48,32,0,22,4,1,0
13,0,5,5,0,0,0,27,0,12,3,1,0
2,0,2,3,0,0,0,2,0,2,1,0,0
2,0,2,5,0,0,0,1,1,1,4,1,0
1,2,2,2,19,0,0,2,0,2,4,101,33
2,1,9,4,123,38,41,3,2,7,2,87,26
26,1,27,3,118,62,59,25,0,32,3,62,5
31,0,29,5,131,55,60,28,0,24,4,17,0
33,0,24,2,8,42,42,34,0,38,3,0,0
24,3,10,2,0,0,0,16,0,9,2,1,1
2,1,2,5,0,0,0,1,1,2,3,0,0
1,1,2,4,0,0,0,2,0,1,4,2,0
2,1,2,3,21,0,0,1,1,2,2,89,40
4,1,5,4,127,35,44,2,0,10,3,96,23
20,1,32,4,126,60,62,24,1,33,1,56,3
32,2,31,2,89,56,60,34,1,28,3,12,0
23,0,33,6,15,54,7,30,0,23,5,0,0
27,2,17,2,0,0,0,2,0,1,4,0,0
1,1,2,5,0,0,0,2,0,2,2,0,0
2,1,2,3,0,0,0,1,0,1,2,0,0
2,0,1,5,24,0,0,2,0,2,3,121,31
2,0,7,3,119,45,41,3,0,7,4,97,24
25,1,38,4,118,57,55,31,1,28,2,87,1
26,0,28,4,113,53,64,24,0,28,4,23,0
29,0,29,3,24,59,23,35,0,29,2,0,0
29,0,18,4,0,1,0,10,1,1,3,0,0
1,1,0,2,0,0,0,0,1,0,1,1,0
0,0,1,0,0,0,0,0,0,0,1,0,1
1,0,0,2,15,0,0,1,0,1,1,29,3
0,0,5,0,82,38,37,2,0,4,1,1,0
17,0,26,0,1,14,9,19,0,17,0,0,0
6,0,1,1,0,0,0,5,0,1,0,0,0
0,1,1,0,0,0,0,0,1,0,1,0,0
1,0,0,2,0,0,0,0,0,0,1,0,0
0,0,1,1,0,0,0,1,0,1,1,0,1
0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,1,21,0,0,1,0,1,1,25,4
0,1,4,0,72,40,28,1,1,4,0,2,0
20,0,27,1,4,21,8,15,0,11,2,1,0
9,2,3,0,0,0,0,5,0,0,0,0,1
0,0,1,2,0,0,0,1,0,1,0,0,0
1,1,0,0,0,0,0,0,0,0,2,0,0
0,0,0,2,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,0,1,0,0,2,0,0
0,0,0,2,18,0,0,0,0,0,0,14,1
2,0,4,0,77,34,40,2,0,4,0,0,0
26,0,7,2,5,9,17,21,0,24,1,0,0
4,0,3,0,0,0,0,6,0,2,1,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,1,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0
0,1,1,1,21,0,0,1,0,0,1,27,6
2,1,5,1,76,39,34,2,0,8,1,3,1
22,0,19,1,0,16,8,11,0,20,0,1,0
8,0,1,1,0,0,0,3,0,0,1,0,0
1,0,1,0,0,0,0,0,0,0,1,1,0
0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,1,0,0,2,0,0
1,1,1,0,0,0,0,0,0,0,0,0,1
0,0,0,2,21,0,0,0,0,1,0,17,5
2,0,4,0,71,32,37,2,0,6,1,5,0
18,1,18,1,7,17,13,17,0,16,1,0,0
8,0,2,1,0,0,0,5,0,6,0,0,0
1,0,0,1,0,0,0,1,0,0,2,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,2,0,0,0,1,0,0,1,0,0
0,0,1,0,14,0,0,0,0,0,1,22,1
1,0,6,1,81,36,26,1,0,4,0,7,0
21,1,23,1,0,19,14,13,0,17,1,0,0
7,1,0,0,0,0,0,7,0,1,1,0,0
0,0,0,2,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,1,0,0,2,0,0
1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,1,1,0,0,0,0,0,0,1,0,0
0,0,0,1,18,0,0,1,0,0,1,21,3
