date,A,B,C,D,E,F,G,H,I,J,K,L,M
2023/1/4 8:50,1,0,1,1,0,0,0,1,0,1,0,0,0
2023/1/4 8:51,0,0,0,1,0,0,0,0,1,0,2,0,0
2023/1/4 8:52,1,0,1,1,14,0,0,1,0,1,0,30,2
2023/1/4 8:53,0,0,5,2,86,37,29,1,1,2,1,5,0
2023/1/4 8:54,20,0,28,0,1,23,12,19,0,14,1,0,0
2023/1/4 8:55,7,0,4,1,0,0,0,6,0,1,0,0,1
2023/1/4 8:56,2,0,2,3,0,0,0,1,0,2,2,1,0
2023/1/4 8:57,1,1,2,3,0,0,0,2,0,1,3,0,0
2023/1/4 8:58,2,0,2,4,0,0,0,1,0,1,3,2,0
2023/1/4 8:59,2,2,2,2,0,0,0,1,0,2,3,0,0
2023/1/4 9:00,1,2,2,5,23,0,0,2,0,1,2,100,34
2023/1/4 9:01,3,0,7,4,114,43,41,4,1,11,3,91,36
2023/1/4 9:02,23,0,35,3,124,55,56,22,0,25,4,40,12
2023/1/4 9:03,28,1,30,4,102,61,58,32,0,32,1,0,1
2023/1/4 9:04,32,1,28,2,0,19,30,30,0,24,5,0,0
2023/1/4 9:05,7,1,2,5,0,0,0,16,0,4,1,0,2
2023/1/4 9:06,2,0,2,3,0,0,0,1,1,1,3,1,0
2023/1/4 9:07,2,0,2,4,0,0,0,2,0,2,3,0,0
2023/1/4 9:08,2,0,2,4,19,0,0,1,0,1,3,88,43
2023/1/4 9:09,1,2,6,2,124,35,40,5,0,9,4,100,27
2023/1/4 9:10,22,1,32,5,122,57,64,27,0,25,1,49,0
2023/1/4 9:11,28,0,24,4,91,57,61,37,1,33,3,14,0
2023/1/4 9:12,35,1,32,2,8,42,8,25,1,23,3,1,0
2023/1/4 9:13,18,0,10,4,0,0,0,2,0,1,3,1,0
2023/1/4 9:14,2,0,2,3,0,0,0,2,1,2,1,0,0
2023/1/4 9:15,1,0,2,5,0,0,0,1,2,1,5,1,0
2023/1/4 9:16,2,0,2,3,25,0,0,1,0,2,3,118,28
2023/1/4 9:17,3,1,10,3,123,42,43,5,0,9,3,67,12
2023/1/4 9:18,20,1,34,4,121,61,61,27,0,26,2,54,0
2023/1/4 9:19,31,1,28,3,93,54,59,28,0,34,3,10,0
2023/1/4 9:20,29,2,34,3,0,38,4,29,0,21,3,1,0
2023/1/4 9:21,17,0,6,4,0,0,0,1,0,1,3,1,0
2023/1/4 9:22,2,1,2,3,0,0,0,2,1,2,2,0,0
2023/1/4 9:23,2,1,2,4,0,0,0,1,1,1,4,0,0
2023/1/4 9:24,1,0,2,4,20,0,0,1,1,2,4,93,26
2023/1/4 9:25,3,2,6,3,119,38,43,2,0,8,2,64,29
2023/1/4 9:26,21,1,35,4,129,60,56,28,0,28,3,60,7
2023/1/4 9:27,28,2,35,3,95,59,61,35,0,30,3,4,1
2023/1/4 9:28,24,0,32,4,0,27,19,26,0,29,2,0,0
2023/1/4 9:29,13,2,5,2,0,0,0,5,0,2,3,0,0
2023/1/4 9:30,1,2,2,5,0,0,0,2,0,1,4,0,0
2023/1/4 9:31,2,0,2,4,0,0,0,1,0,2,3,0,0
2023/1/4 9:32,2,0,2,3,21,0,0,2,0,1,2,100,76
2023/1/4 9:33,3,1,4,4,121,41,38,3,0,9,2,81,41
2023/1/4 9:34,23,1,33,3,118,57,60,25,0,29,3,35,14
2023/1/4 9:35,34,0,27,4,102,57,59,32,0,27,4,0,0
2023/1/4 9:36,25,1,24,3,2,16,36,24,1,36,1,2,0
2023/1/4 9:37,13,0,2,4,0,0,0,13,0,10,5,1,0
2023/1/4 9:38,2,1,2,3,0,0,0,1,0,1,2,0,0
2023/1/4 9:39,1,0,2,4,0,0,0,1,1,2,3,0,0
2023/1/4 9:40,2,2,2,2,19,0,0,2,1,1,3,87,48
2023/1/4 9:41,2,0,7,6,120,37,42,3,0,6,3,61,21
2023/1/4 9:42,18,0,35,2,127,59,56,21,0,36,3,38,7
2023/1/4 9:43,29,0,36,4,100,62,61,32,0,28,2,5,1
2023/1/4 9:44,29,0,29,4,0,29,20,27,1,28,3,0,0
2023/1/4 9:45,14,0,5,3,0,0,0,11,1,1,3,0,1
2023/1/4 9:46,2,2,2,3,0,0,0,1,0,2,3,0,0
2023/1/4 9:47,2,1,2,3,0,0,0,2,1,1,2,0,1
2023/1/4 9:48,1,3,1,4,25,0,0,1,0,2,3,88,40
2023/1/4 9:49,4,0,10,6,110,40,41,3,1,6,4,77,21
2023/1/4 9:50,23,0,30,3,120,55,56,29,0,28,3,78,1
2023/1/4 9:51,27,1,34,3,107,61,60,28,0,32,2,12,0
2023/1/4 9:52,23,1,32,2,1,38,12,32,0,20,4,0,0
2023/1/4 9:53,20,2,10,4,0,0,0,4,0,1,2,0,0
2023/1/4 9:54,1,1,2,5,0,0,0,1,1,1,2,0,0
2023/1/4 9:55,2,1,1,3,0,0,0,2,0,2,4,0,0
2023/1/4 9:56,2,0,2,4,24,0,0,1,0,1,2,101,33
2023/1/4 9:57,2,1,6,1,121,37,43,3,0,11,4,83,14
2023/1/4 9:58,28,1,26,5,126,58,58,22,0,29,2,65,0
2023/1/4 9:59,32,0,31,5,86,62,61,34,0,33,3,15,0
2023/1/4 10:00,31,0,26,3,5,42,1,28,0,15,4,1,0
2023/1/4 10:01,19,1,16,2,0,0,0,1,0,2,2,0,0
2023/1/4 10:02,2,0,2,4,0,0,0,2,0,1,3,1,0
2023/1/4 10:03,1,0,1,3,0,0,0,1,0,2,3,0,0
2023/1/4 10:04,2,1,2,4,21,0,0,1,0,1,3,104,22
2023/1/4 10:05,2,2,10,4,117,39,40,2,0,12,2,101,16
2023/1/4 10:06,21,0,27,3,116,58,59,21,0,34,3,49,2
2023/1/4 10:07,35,1,33,4,111,55,57,31,0,32,3,6,0
2023/1/4 10:08,31,1,20,3,0,32,25,21,0,30,4,0,0
2023/1/4 10:09,17,1,6,4,0,0,0,11,0,2,2,2,1
2023/1/4 10:10,2,1,2,3,0,0,0,2,1,1,3,0,0
2023/1/4 10:11,2,1,1,4,0,0,0,1,0,1,3,1,0
2023/1/4 10:12,1,0,2,4,20,0,0,2,0,2,2,83,39
2023/1/4 10:13,2,1,7,3,128,41,44,5,0,6,3,83,17
2023/1/4 10:14,29,0,30,4,118,59,58,25,0,26,2,75,2
2023/1/4 10:15,30,1,26,2,97,52,58,40,0,22,3,16,0
2023/1/4 10:16,29,0,30,4,2,39,14,29,0,28,4,1,0
2023/1/4 10:17,17,1,10,4,0,0,0,6,0,1,3,0,0
2023/1/4 10:18,1,1,1,3,0,0,0,1,0,2,3,0,0
2023/1/4 10:19,2,1,2,4,0,0,0,1,0,1,3,0,0
2023/1/4 10:20,2,1,2,4,22,0,0,2,0,2,2,91,34
2023/1/4 10:21,1,1,6,3,123,40,39,2,0,8,3,47,37
2023/1/4 10:22,24,1,30,3,127,59,61,29,0,30,4,23,9
2023/1/4 10:23,38,0,30,5,94,66,62,28,1,29,2,2,1
2023/1/4 10:24,32,0,21,4,0,3,36,37,0,28,4,1,0
2023/1/4 10:25,2,0,1,3,0,0,0,10,1,11,2,0,2
2023/1/4 10:26,2,2,2,2,0,0,0,1,0,1,3,1,0
2023/1/4 10:27,1,1,2,4,0,0,0,2,0,2,3,0,0
2023/1/4 10:28,2,0,2,3,25,0,0,1,0,1,1,107,30
2023/1/4 10:29,3,1,10,4,115,41,43,3,0,10,4,78,40
2023/1/4 10:30,29,2,25,3,117,56,56,26,1,28,3,55,7
2023/1/4 10:31,25,1,30,4,102,51,57,23,1,38,3,0,0
2023/1/4 10:32,31,0,23,4,4,22,37,26,0,30,2,1,0
2023/1/4 10:33,10,1,1,4,0,0,0,15,0,9,4,1,0
2023/1/4 10:34,2,0,2,4,0,0,0,1,1,1,3,0,0
2023/1/4 10:35,2,2,2,2,0,0,0,2,1,2,2,0,0
2023/1/4 10:36,1,1,2,4,17,0,0,1,0,1,2,103,50
2023/1/4 10:37,2,0,9,4,121,37,41,3,1,7,3,53,27
2023/1/4 10:38,23,1,27,4,126,56,62,28,1,29,4,22,15
2023/1/4 10:39,32,0,29,3,100,58,62,35,0,26,3,4,1
2023/1/4 10:40,26,0,24,4,0,19,29,30,0,33,3,0,0
2023/1/4 10:41,14,1,2,2,0,0,0,13,0,4,2,0,0
2023/1/4 10:42,1,2,2,4,0,0,0,2,0,2,4,0,0
2023/1/4 10:43,2,0,2,4,0,0,0,1,0,1,2,0,0
2023/1/4 10:44,2,0,2,4,21,0,0,1,0,2,4,83,35
2023/1/4 10:45,1,2,8,3,122,38,43,3,0,11,2,92,40
2023/1/4 10:46,29,2,26,2,119,59,56,20,0,35,3,70,3
2023/1/4 10:47,33,0,27,5,99,53,63,26,0,33,3,5,0
2023/1/4 10:48,26,1,29,3,2,34,17,34,1,23,1,0,0
2023/1/4 10:49,14,1,8,4,0,0,0,7,1,1,5,2,0
2023/1/4 10:50,2,1,2,2,0,0,0,2,0,2,2,0,1
2023/1/4 10:51,1,0,2,6,0,0,0,1,1,1,2,1,1
2023/1/4 10:52,2,1,2,2,15,0,0,2,0,1,4,86,33
2023/1/4 10:53,1,0,4,5,115,33,42,2,0,7,3,61,18
2023/1/4 10:54,22,0,25,2,127,58,54,24,0,30,3,46,0
2023/1/4 10:55,33,1,29,1,108,55,67,33,0,31,1,8,0
2023/1/4 10:56,26,0,32,4,0,35,20,32,0,25,2,0,0
2023/1/4 10:57,16,0,4,1,0,0,0,6,0,2,1,1,0
2023/1/4 10:58,1,1,1,2,0,0,0,1,1,1,2,0,0
2023/1/4 10:59,1,0,1,3,0,0,0,1,1,1,2,1,0
2023/1/4 11:00,1,1,1,2,17,0,0,1,0,1,1,66,26
2023/1/4 11:01,1,0,4,2,130,35,41,4,0,7,3,35,3
2023/1/4 11:02,26,0,32,2,91,59,57,23,0,29,2,0,0
2023/1/4 11:03,23,1,25,3,0,25,21,30,0,26,1,0,0
2023/1/4 11:04,15,0,1,2,0,0,0,6,0,0,2,1,0
2023/1/4 11:05,1,0,2,1,0,0,0,1,0,1,1,0,0
2023/1/4 11:06,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 11:07,1,2,1,3,0,0,0,1,0,1,2,0,1
2023/1/4 11:08,1,0,1,2,21,0,0,0,0,1,2,85,16
2023/1/4 11:09,1,0,7,1,133,36,45,2,0,8,0,60,2
2023/1/4 11:10,23,0,24,3,83,56,62,26,0,29,3,0,0
2023/1/4 11:11,29,1,26,1,0,23,15,39,0,21,1,0,0
2023/1/4 11:12,12,1,1,3,0,0,0,4,0,0,2,0,0
2023/1/4 11:13,1,1,2,2,0,0,0,1,0,1,1,0,0
2023/1/4 11:14,1,0,1,2,0,0,0,0,0,1,3,0,0
2023/1/4 11:15,1,1,1,2,0,0,0,1,0,1,1,0,1
2023/1/4 11:16,1,0,1,3,19,0,0,1,0,1,3,61,35
2023/1/4 11:17,1,0,3,2,140,36,45,5,1,4,0,30,6
2023/1/4 11:18,19,0,36,2,79,61,61,31,1,27,2,1,1
2023/1/4 11:19,26,1,29,3,0,16,18,26,0,28,3,1,0
2023/1/4 11:20,6,0,1,2,0,0,0,9,0,1,2,1,0
2023/1/4 11:21,1,0,2,1,0,0,0,1,0,0,1,0,0
2023/1/4 11:22,1,0,1,3,0,0,0,1,0,1,1,0,0
2023/1/4 11:23,1,0,1,1,0,0,0,1,0,1,1,0,0
2023/1/4 11:24,1,2,1,2,20,0,0,1,0,1,3,84,17
2023/1/4 11:25,1,0,3,3,139,38,41,2,0,9,2,50,0
2023/1/4 11:26,21,1,30,1,80,61,65,23,0,32,2,0,0
2023/1/4 11:27,29,0,33,3,0,22,11,35,0,17,1,0,0
2023/1/4 11:28,11,0,1,2,0,0,0,5,1,1,2,0,0
2023/1/4 11:29,1,0,2,2,0,0,0,1,0,1,1,0,0
2023/1/4 11:30,1,0,1,2,0,0,0,1,0,0,3,1,0
2023/1/4 11:31,1,2,1,2,0,0,0,1,0,1,0,0,2
2023/1/4 11:32,1,0,1,3,17,0,0,1,0,1,3,92,26
2023/1/4 11:33,1,0,4,2,131,32,38,1,0,9,2,37,3
2023/1/4 11:34,16,0,28,3,89,60,66,22,0,28,2,0,0
2023/1/4 11:35,34,1,29,1,0,15,26,37,0,25,2,1,0
2023/1/4 11:36,2,0,1,2,0,0,0,13,0,2,1,0,0
2023/1/4 11:37,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 11:38,1,0,2,2,0,0,0,1,0,0,1,0,1
2023/1/4 11:39,1,0,1,3,0,0,0,0,1,1,3,0,0
2023/1/4 11:40,1,0,1,1,15,0,0,1,0,1,0,70,33
2023/1/4 11:41,1,0,7,3,135,33,39,2,0,7,3,48,8
2023/1/4 11:42,17,0,33,2,86,63,63,22,0,35,1,5,0
2023/1/4 11:43,27,1,35,1,0,28,10,27,0,22,2,0,0
2023/1/4 11:44,10,0,2,3,0,0,0,4,0,1,2,0,0
2023/1/4 11:45,1,0,1,3,0,0,0,0,0,1,2,0,0
2023/1/4 11:46,1,0,1,2,0,0,0,1,0,0,2,1,0
2023/1/4 11:47,1,0,2,2,0,0,0,1,0,1,1,0,0
2023/1/4 11:48,1,0,1,2,18,0,0,1,0,1,2,98,23
2023/1/4 11:49,2,1,5,1,124,37,42,5,0,7,1,52,3
2023/1/4 11:50,23,0,30,3,96,59,58,25,1,25,1,2,0
2023/1/4 11:51,34,0,21,3,0,27,15,38,0,19,3,0,0
2023/1/4 11:52,15,0,1,2,0,0,0,2,0,1,2,1,1
2023/1/4 11:53,1,0,1,1,0,0,0,1,0,1,2,0,0
2023/1/4 11:54,1,1,1,2,0,0,0,1,0,0,1,0,0
2023/1/4 11:55,1,0,2,2,0,0,0,1,0,1,1,0,0
2023/1/4 11:56,1,0,1,2,15,0,0,1,0,1,2,76,19
2023/1/4 11:57,1,0,5,4,124,38,40,3,0,7,2,36,5
2023/1/4 11:58,28,0,28,1,97,57,59,17,0,33,2,0,0
2023/1/4 11:59,27,0,28,2,0,21,21,31,1,24,1,0,0
2023/1/4 12:00,6,1,1,2,0,0,0,11,0,1,2,0,0
2023/1/4 12:01,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 12:02,1,1,1,2,0,0,0,1,0,1,1,0,0
2023/1/4 12:03,1,0,2,3,0,0,0,1,0,0,2,0,0
2023/1/4 12:04,1,0,1,2,23,0,0,0,0,1,2,69,30
2023/1/4 12:05,2,1,4,1,136,42,45,3,1,8,2,34,3
2023/1/4 12:06,30,0,28,3,81,57,61,21,0,32,2,1,1
2023/1/4 12:07,25,1,25,2,0,12,23,32,0,34,1,0,0
2023/1/4 12:08,4,0,1,2,0,0,0,6,0,1,2,0,0
2023/1/4 12:09,1,1,1,1,0,0,0,1,0,1,2,0,1
2023/1/4 12:10,1,1,1,3,0,0,0,0,0,1,1,0,0
2023/1/4 12:11,1,0,2,2,0,0,0,1,0,1,2,1,0
2023/1/4 12:12,1,1,1,2,19,0,0,1,0,0,2,74,18
2023/1/4 12:13,1,0,5,3,121,39,41,5,0,8,1,48,1
2023/1/4 12:14,22,2,30,0,98,49,63,21,0,37,2,0,0
2023/1/4 12:15,26,0,24,4,0,22,24,27,0,30,2,0,0
2023/1/4 12:16,9,0,1,2,0,0,0,6,0,1,2,0,0
2023/1/4 12:17,1,0,1,1,0,0,0,1,0,1,1,1,0
2023/1/4 12:18,1,0,1,4,0,0,0,1,1,1,3,0,0
2023/1/4 12:19,1,1,1,2,0,0,0,1,0,0,2,0,0
2023/1/4 12:20,1,1,2,1,13,0,0,1,0,1,0,73,22
2023/1/4 12:21,2,0,5,3,132,38,40,3,1,6,2,51,5
2023/1/4 12:22,21,0,31,2,93,57,63,22,0,32,2,4,0
2023/1/4 12:23,30,0,29,1,0,25,15,30,1,28,1,1,0
2023/1/4 12:24,7,1,3,2,0,0,0,3,0,1,2,0,0
2023/1/4 12:25,1,1,1,2,0,0,0,1,0,1,1,2,0
2023/1/4 12:26,1,1,1,3,0,0,0,1,0,1,3,1,0
2023/1/4 12:27,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 12:28,1,1,2,1,19,0,0,1,0,0,2,94,32
2023/1/4 12:29,1,0,5,3,114,36,37,1,1,6,1,30,7
2023/1/4 12:30,22,2,32,1,105,58,59,27,0,20,1,0,0
2023/1/4 12:31,24,0,24,3,1,13,36,35,0,34,2,0,0
2023/1/4 12:32,6,0,1,3,0,0,0,12,0,4,2,0,0
2023/1/4 12:33,1,0,1,2,0,0,0,1,1,1,1,0,1
2023/1/4 12:34,1,0,1,2,0,0,0,1,0,1,3,1,0
2023/1/4 12:35,1,1,1,2,0,0,0,0,0,1,1,0,0
2023/1/4 12:36,1,0,1,3,23,0,0,1,0,0,3,66,23
2023/1/4 12:37,2,0,7,1,140,40,44,4,0,9,1,35,3
2023/1/4 12:38,26,0,26,2,74,63,62,24,0,30,1,0,0
2023/1/4 12:39,36,0,20,3,0,7,21,36,1,26,2,0,0
2023/1/4 12:40,1,0,1,2,0,0,0,5,1,1,1,0,0
2023/1/4 12:41,1,0,1,1,0,0,0,0,0,1,3,0,0
2023/1/4 12:42,1,0,1,3,0,0,0,1,0,1,2,0,0
2023/1/4 12:43,1,1,1,2,0,0,0,1,0,1,1,1,0
2023/1/4 12:44,1,0,1,2,19,0,0,1,0,1,2,62,28
2023/1/4 12:45,1,1,9,1,137,41,42,2,1,4,0,15,18
2023/1/4 12:46,26,0,25,3,81,58,64,26,0,39,2,0,0
2023/1/4 12:47,32,0,18,3,0,11,21,26,0,25,3,0,0
2023/1/4 12:48,7,1,1,1,0,0,0,10,0,1,2,0,0
2023/1/4 12:49,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 12:50,1,0,1,3,0,0,0,1,0,1,2,0,1
2023/1/4 12:51,1,0,1,2,0,0,0,1,0,1,0,1,0
2023/1/4 12:52,1,0,1,1,17,0,0,1,0,1,3,73,14
2023/1/4 12:53,1,0,7,3,124,39,39,2,0,7,1,53,6
2023/1/4 12:54,21,0,27,2,97,49,62,22,0,30,2,4,0
2023/1/4 12:55,28,1,26,2,0,29,20,31,0,31,2,0,0
2023/1/4 12:56,14,0,2,2,0,0,0,3,0,1,2,0,1
2023/1/4 12:57,1,0,1,3,0,0,0,1,0,1,1,1,0
2023/1/4 12:58,1,1,1,2,0,0,0,1,0,1,2,1,0
2023/1/4 12:59,1,1,1,1,0,0,0,1,0,1,1,0,0
2023/1/4 13:00,1,0,1,2,20,0,0,0,1,1,2,74,31
2023/1/4 13:01,3,0,5,3,118,39,45,4,0,6,2,35,15
2023/1/4 13:02,24,0,27,2,100,58,54,29,0,22,1,0,0
2023/1/4 13:03,30,1,24,2,0,10,32,31,0,34,2,0,0
2023/1/4 13:04,2,0,1,3,0,0,0,7,0,5,2,1,0
2023/1/4 13:05,1,1,1,1,0,0,0,1,0,1,2,0,0
2023/1/4 13:06,1,1,1,2,0,0,0,0,1,1,2,0,0
2023/1/4 13:07,1,0,1,3,0,0,0,1,0,1,1,0,0
2023/1/4 13:08,1,0,1,2,21,0,0,1,0,1,2,53,18
2023/1/4 13:09,1,0,7,2,124,39,38,2,0,5,1,34,32
2023/1/4 13:10,32,0,24,2,94,62,57,27,0,29,2,1,0
2023/1/4 13:11,33,0,23,2,0,19,24,29,0,23,2,0,1
2023/1/4 13:12,8,0,1,2,0,0,0,9,0,1,2,0,0
2023/1/4 13:13,1,0,1,3,0,0,0,1,0,1,2,0,0
2023/1/4 13:14,1,0,1,2,0,0,0,1,0,1,0,0,1
2023/1/4 13:15,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 13:16,1,1,1,2,19,0,0,1,1,1,2,71,20
2023/1/4 13:17,3,0,7,2,135,42,41,2,0,10,2,44,10
2023/1/4 13:18,24,0,29,2,84,57,62,22,0,32,1,0,0
2023/1/4 13:19,29,2,23,1,0,20,16,27,0,27,3,0,0
2023/1/4 13:20,12,1,1,3,0,0,0,4,0,1,2,0,0
2023/1/4 13:21,1,0,1,3,0,0,0,1,0,1,1,0,1
2023/1/4 13:22,1,0,1,1,0,0,0,1,1,1,1,1,0
2023/1/4 13:23,1,1,1,2,0,0,0,1,0,1,3,0,0
2023/1/4 13:24,1,0,1,3,21,0,0,1,0,1,2,101,21
2023/1/4 13:25,2,0,6,2,130,41,41,1,0,9,2,54,2
2023/1/4 13:26,24,0,29,2,89,58,61,19,0,30,1,13,0
2023/1/4 13:27,36,0,20,2,0,30,9,30,0,22,2,0,0
2023/1/4 13:28,16,0,5,2,0,0,0,5,0,1,1,0,0
2023/1/4 13:29,1,1,1,1,0,0,0,1,0,1,2,0,0
2023/1/4 13:30,1,0,1,4,0,0,0,1,0,1,2,1,0
2023/1/4 13:31,1,0,1,2,0,0,0,0,0,1,2,0,0
2023/1/4 13:32,1,0,1,1,19,0,0,1,0,1,2,64,15
2023/1/4 13:33,2,1,7,3,130,38,41,2,0,10,1,59,14
2023/1/4 13:34,18,0,34,2,90,61,62,19,0,36,2,2,1
2023/1/4 13:35,27,0,32,2,0,25,12,29,0,23,1,0,0
2023/1/4 13:36,10,1,3,1,0,0,0,2,0,1,1,0,0
2023/1/4 13:37,1,0,1,3,0,0,0,0,0,1,3,0,0
2023/1/4 13:38,1,0,1,3,0,0,0,1,0,1,1,1,1
2023/1/4 13:39,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/4 13:40,1,0,1,1,19,0,0,1,0,1,2,59,30
2023/1/4 13:41,3,2,4,2,128,34,40,4,0,3,2,43,2
2023/1/4 13:42,21,0,32,3,92,56,65,30,0,28,1,0,0
2023/1/4 13:43,20,0,32,2,0,19,25,32,0,32,3,0,0
2023/1/4 13:44,4,0,2,2,0,0,0,6,0,1,1,1,0
2023/1/4 13:45,1,0,1,3,0,0,0,1,0,1,1,0,0
2023/1/4 13:46,1,0,1,2,0,0,0,1,1,1,3,0,0
2023/1/4 13:47,1,0,1,2,0,0,0,1,1,1,0,0,0
2023/1/4 13:48,1,0,1,2,21,0,0,1,0,1,3,98,24
2023/1/4 13:49,3,1,6,1,127,40,38,3,0,7,2,49,2
2023/1/4 13:50,18,0,36,3,90,59,61,17,0,32,1,0,0
2023/1/4 13:51,33,0,22,2,0,20,20,33,1,27,3,0,0
2023/1/4 13:52,8,1,2,2,0,0,0,3,0,3,2,2,0
2023/1/4 13:53,1,0,1,3,0,0,0,1,0,2,0,0,0
2023/1/4 13:54,2,1,1,2,0,0,0,1,1,1,3,0,0
2023/1/4 13:55,1,0,2,3,0,0,0,2,0,1,2,1,0
2023/1/4 13:56,2,0,2,3,19,0,0,1,0,1,3,106,19
2023/1/4 13:57,1,0,5,4,123,38,42,3,0,10,2,75,14
2023/1/4 13:58,23,0,33,2,118,60,56,26,0,27,1,52,4
2023/1/4 13:59,23,0,33,2,79,57,61,29,1,30,3,0,0
2023/1/4 14:00,31,0,25,4,0,16,9,30,0,22,4,0,0
2023/1/4 14:01,10,0,1,4,0,0,0,2,0,2,1,1,0
2023/1/4 14:02,1,2,2,2,0,0,0,1,0,1,4,2,0
2023/1/4 14:03,1,0,2,4,0,0,0,1,0,1,2,0,0
2023/1/4 14:04,2,0,1,2,23,0,0,1,1,1,1,87,24
2023/1/4 14:05,1,1,10,3,125,41,39,5,0,9,4,46,16
2023/1/4 14:06,22,0,34,3,127,61,57,25,0,25,2,16,4
2023/1/4 14:07,29,1,29,2,61,52,63,33,1,35,2,0,0
2023/1/4 14:08,27,0,15,4,0,0,22,22,1,29,2,0,1
2023/1/4 14:09,1,0,1,3,0,0,0,9,0,1,2,0,0
2023/1/4 14:10,1,0,2,3,0,0,0,1,1,2,4,0,0
2023/1/4 14:11,2,1,1,2,0,0,0,2,0,1,2,0,2
2023/1/4 14:12,1,1,2,3,22,0,0,1,0,1,2,105,26
2023/1/4 14:13,2,1,3,4,107,34,39,5,0,8,3,86,20
2023/1/4 14:14,26,1,28,2,127,53,57,25,0,29,2,36,0
2023/1/4 14:15,23,1,30,3,74,60,60,19,0,40,2,0,0
2023/1/4 14:16,30,1,26,4,0,16,11,24,1,24,3,1,0
2023/1/4 14:17,8,0,2,3,0,0,0,4,0,1,3,0,0
2023/1/4 14:18,2,2,1,2,0,0,0,1,0,2,2,0,0
2023/1/4 14:19,1,0,2,5,0,0,0,1,0,1,3,2,1
2023/1/4 14:20,1,0,2,3,19,0,0,1,1,1,2,69,47
2023/1/4 14:21,2,1,5,1,113,37,39,3,0,7,2,69,17
2023/1/4 14:22,21,2,35,2,125,54,61,22,0,33,3,59,0
2023/1/4 14:23,23,2,32,4,80,55,54,37,0,24,2,10,0
2023/1/4 14:24,30,0,30,4,0,37,0,24,0,14,3,0,0
2023/1/4 14:25,15,0,6,2,0,0,0,1,0,1,3,0,0
2023/1/4 14:26,1,2,1,3,0,0,0,1,0,2,2,0,1
2023/1/4 14:27,1,1,2,4,0,0,0,2,0,1,2,0,0
2023/1/4 14:28,2,1,1,3,19,0,0,1,0,1,3,109,28
2023/1/4 14:29,1,1,13,3,134,43,42,2,0,6,2,46,8
2023/1/4 14:30,22,0,30,4,133,60,58,26,0,27,2,23,0
2023/1/4 14:31,28,1,32,1,48,60,64,23,0,44,2,0,1
2023/1/4 14:32,33,0,15,5,0,0,6,29,0,23,3,2,0
2023/1/4 14:33,3,1,1,2,0,0,0,1,1,1,2,1,0
2023/1/4 14:34,1,1,2,2,0,0,0,1,0,2,3,0,0
2023/1/4 14:35,2,1,1,3,0,0,0,1,0,1,3,0,1
2023/1/4 14:36,1,1,2,3,19,0,0,1,1,1,0,93,32
2023/1/4 14:37,2,2,8,3,127,39,41,4,1,10,3,85,16
2023/1/4 14:38,17,0,33,4,124,58,62,21,0,29,4,39,0
2023/1/4 14:39,30,1,35,4,61,61,62,38,0,30,2,1,0
2023/1/4 14:40,35,1,13,1,0,6,2,31,0,12,3,1,0
2023/1/4 14:41,4,2,2,3,0,0,0,3,0,1,3,1,0
2023/1/4 14:42,2,0,2,4,0,0,0,1,0,2,1,0,0
2023/1/4 14:43,1,1,1,3,0,0,0,2,0,1,2,0,0
2023/1/4 14:44,2,0,2,3,21,0,0,1,1,1,1,87,34
2023/1/4 14:45,2,3,8,2,134,41,42,2,0,7,4,62,8
2023/1/4 14:46,22,0,31,4,134,57,64,32,0,31,3,17,1
2023/1/4 14:47,30,0,30,4,46,51,63,26,0,35,2,0,1
2023/1/4 14:48,19,1,18,2,0,0,17,33,0,25,2,1,0
2023/1/4 14:49,2,0,2,4,0,0,0,6,0,1,4,0,0
2023/1/4 14:50,1,1,1,1,0,0,0,1,1,2,2,0,0
2023/1/4 14:51,1,0,2,4,0,0,0,1,0,1,2,0,0
2023/1/4 14:52,2,0,1,4,16,0,0,1,1,1,2,83,35
2023/1/4 14:53,1,0,7,2,120,36,41,3,0,10,2,78,30
2023/1/4 14:54,21,1,28,2,122,48,62,27,0,26,4,50,8
2023/1/4 14:55,22,0,29,3,78,59,55,28,1,30,0,6,1
2023/1/4 14:56,29,1,23,1,0,35,0,28,0,14,3,1,0
2023/1/4 14:57,25,1,4,2,0,0,0,0,0,0,1,0,0
2023/1/4 14:58,1,0,1,3,0,0,0,1,2,1,2,0,0
2023/1/4 14:59,1,0,1,2,0,0,0,1,0,1,1,0,0
2023/1/4 15:00,1,1,1,2,17,0,0,1,0,1,2,73,14
2023/1/4 15:01,1,0,7,2,130,39,38,2,0,5,2,50,2
2023/1/4 15:02,21,0,29,2,92,53,62,30,0,22,2,2,0
2023/1/4 15:03,28,1,26,1,0,33,14,30,0,27,1,0,0
2023/1/4 15:04,18,1,4,3,0,0,0,4,1,0,1,0,0
2023/1/4 15:05,1,0,1,3,0,0,0,1,0,1,2,0,0
2023/1/4 15:06,0,0,1,1,0,0,0,1,0,1,2,0,1
