A,B,C,D,E,F,G,H,I,J,K,L,M
2,2,2,5,35,4,5,4,1,4,11,2,1
3,0,3,3,19,13,23,9,1,9,5,0,2
10,0,10,4,2,8,6,15,1,11,9,0,1
5,1,7,4,4,1,0,5,3,7,5,3,2
5,1,4,6,40,6,7,6,2,6,9,0,0
4,5,13,8,15,24,14,7,3,12,9,1,0
24,3,9,7,1,3,5,9,1,14,11,1,0
9,1,8,11,4,1,0,6,3,5,10,2,0
8,2,5,11,42,3,6,5,0,6,11,0,1
7,1,8,10,14,19,24,7,3,10,3,1,0
9,2,12,10,0,5,3,22,2,4,9,4,0
6,4,2,8,8,0,0,5,2,2,9,5,0
9,2,4,8,37,11,6,5,0,3,6,2,0
11,1,16,10,15,20,16,7,2,13,5,0,1
12,0,11,11,0,3,4,13,1,9,8,1,1
7,0,7,10,10,0,0,8,4,7,10,2,3
4,3,5,7,30,10,8,2,1,6,10,3,0
5,0,13,10,19,20,13,2,2,15,9,0,0
14,0,14,9,1,5,4,7,1,5,7,2,0
4,2,3,8,7,0,0,7,0,8,6,3,1
5,1,5,3,40,6,8,6,2,5,10,0,0
5,2,16,11,13,22,16,9,0,10,11,0,0
11,4,11,7,0,2,6,11,1,10,6,0,1
11,1,3,9,5,0,0,4,2,6,8,4,2
3,2,2,9,35,6,8,4,0,5,8,0,2
9,3,12,4,18,17,13,3,2,9,5,2,1
6,1,7,9,2,9,7,11,0,4,3,0,0
10,3,8,5,6,0,0,9,2,5,6,10,0
11,5,5,9,32,11,6,6,1,2,5,0,0
9,2,15,10,22,14,16,6,1,10,9,2,0
6,1,9,10,0,4,9,16,2,11,5,2,0
7,1,7,9,9,0,0,13,1,6,12,2,0
2,0,2,9,36,9,8,2,5,8,10,0,0
11,2,15,5,15,16,20,5,2,8,10,2,0
11,1,6,11,0,1,6,10,0,17,6,0,0
5,3,5,8,4,0,0,4,2,6,8,3,1
5,0,7,9,38,8,4,5,0,4,8,2,1
7,3,15,9,18,21,17,7,2,10,7,0,1
12,1,10,11,0,4,6,6,2,14,7,0,0
10,2,6,6,7,0,0,6,3,5,5,4,2
6,2,5,10,39,6,9,3,1,4,7,0,1
5,4,16,9,14,20,15,14,3,14,7,1,0
14,1,11,10,0,4,6,13,1,10,11,1,0
11,3,5,10,3,0,0,9,1,7,10,5,1
3,2,4,11,39,5,8,5,2,0,10,1,1
1,2,6,8,17,16,19,12,2,12,11,3,2
18,1,7,6,1,6,4,14,1,6,12,1,1
6,1,7,9,8,1,1,5,0,7,9,3,4
2,4,1,5,34,6,9,6,1,4,3,1,1
8,0,6,7,18,16,20,10,1,9,10,0,0
8,1,10,5,0,3,6,19,3,7,9,0,0
8,0,5,4,6,0,0,8,3,4,7,3,0
4,3,7,8,39,3,7,9,1,8,8,0,1
5,2,9,8,12,14,24,11,3,8,10,2,0
6,2,8,7,3,2,7,12,3,17,10,0,1
5,2,5,9,7,1,2,5,0,10,11,1,2
4,1,7,6,35,8,7,2,1,3,8,2,0
6,5,10,8,17,15,14,10,0,14,5,3,0
8,1,12,7,1,11,5,11,2,5,10,2,0
10,4,5,5,3,0,0,9,2,3,9,1,1
8,1,2,12,39,6,8,5,1,9,7,0,1
8,0,8,7,18,14,21,14,3,13,9,1,1
13,1,9,5,0,7,4,19,3,8,10,2,0
11,0,3,10,4,0,0,10,2,8,11,3,1
3,4,3,5,40,6,7,4,4,3,10,2,1
11,2,10,11,14,23,14,8,1,12,10,0,1
12,3,14,7,2,4,5,6,2,10,12,0,1
2,1,8,7,2,0,1,9,1,5,9,3,1
7,1,5,7,40,7,4,6,2,4,11,1,2
4,1,17,11,17,15,21,9,2,10,10,0,2
13,4,11,7,1,4,9,12,0,12,10,2,2
7,2,8,11,5,0,0,7,4,9,6,9,4
5,1,4,10,44,14,7,2,1,3,11,0,0
10,1,21,11,9,17,17,12,1,10,4,0,0
9,3,8,10,2,1,2,9,2,16,8,0,0
4,3,9,10,7,0,2,4,4,5,11,3,2
1,3,6,11,36,8,8,3,1,2,9,0,0
6,1,10,9,15,19,12,15,0,7,4,0,0
11,0,7,6,2,5,7,15,5,9,10,0,0
10,1,8,7,10,0,1,8,3,5,11,4,2
6,1,5,7,37,9,8,6,1,7,9,2,0
13,2,12,11,13,19,16,9,2,12,10,1,0
9,3,12,10,0,3,5,14,1,10,11,0,0
4,3,5,9,11,0,0,10,4,4,9,6,4
5,2,5,9,37,10,10,2,1,12,11,0,3
9,1,12,8,11,15,18,14,4,10,11,0,1
6,3,9,7,1,4,3,7,3,14,11,0,0
11,1,0,10,3,0,0,5,4,3,8,2,0
11,0,7,8,36,7,4,6,3,6,10,0,0
5,3,14,6,21,20,15,6,1,9,11,1,1
17,3,9,10,0,5,9,11,3,14,9,0,0
12,2,3,11,3,0,0,10,0,4,11,4,1
3,3,4,10,37,11,2,6,1,4,6,0,0
11,1,12,10,17,16,19,4,1,3,10,0,0
13,1,7,7,3,5,5,8,1,14,3,1,0
10,4,3,6,6,1,1,3,2,6,5,2,1
4,1,6,10,36,9,9,4,1,8,4,0,1
12,0,6,9,16,14,17,5,2,8,9,0,0
11,3,12,6,2,3,8,12,0,9,7,2,0
7,1,6,10,5,0,0,14,3,5,5,3,1
5,2,3,11,38,7,6,7,1,4,11,0,2
11,1,8,8,17,15,21,11,1,10,10,1,1
9,1,8,8,0,1,10,16,0,9,11,0,0
7,2,5,6,6,0,0,6,2,9,4,2,1
4,1,5,10,37,10,8,4,2,6,7,0,1
14,1,8,9,16,16,16,13,2,9,10,2,0
9,1,12,10,1,4,6,11,0,10,10,0,1
5,2,3,9,3,0,0,10,1,6,8,4,4
3,0,3,6,38,6,6,5,5,4,10,0,1
7,1,11,5,17,18,17,4,3,10,9,1,0
16,3,14,9,2,5,8,18,0,11,7,1,0
6,1,1,10,5,0,0,6,2,10,9,5,1
2,0,4,7,30,4,6,5,1,2,11,1,1
3,0,12,4,25,13,19,8,3,8,11,2,1
7,3,10,8,0,6,12,12,2,11,5,0,0
6,0,9,9,7,0,0,12,2,4,5,3,2
6,1,4,6,30,8,7,6,0,7,12,0,0
10,4,12,9,22,10,18,14,1,14,8,0,1
8,1,8,9,1,8,8,13,1,6,11,0,0
9,0,6,11,4,0,1,9,3,9,10,1,4
4,3,4,11,40,9,2,8,4,6,8,1,0
3,1,16,5,15,20,19,3,2,8,11,0,0
13,1,10,9,1,0,10,17,3,12,11,2,1
8,2,6,9,6,0,0,6,3,7,10,7,3
3,5,5,9,40,11,3,2,1,4,8,1,0
11,2,10,6,12,19,17,10,1,17,7,0,0
11,2,13,9,2,5,4,7,1,7,9,0,0
8,3,3,9,6,1,0,8,1,10,9,4,3
3,1,3,9,40,11,7,5,4,2,11,1,1
12,1,10,2,14,19,20,3,0,11,10,2,0
16,2,11,10,0,1,2,19,2,9,5,0,0
4,3,2,10,5,0,0,6,0,6,7,6,2
2,1,5,6,36,8,8,1,2,5,11,0,1
8,2,15,4,19,18,16,7,2,11,7,0,1
14,3,8,10,0,4,6,5,2,15,7,0,2
8,0,5,11,6,0,0,8,3,2,4,5,0
8,3,4,9,35,9,7,4,2,6,9,2,0
3,3,12,9,18,20,13,8,2,7,6,0,0
14,3,8,6,1,8,2,11,2,7,7,1,1
12,0,9,7,8,1,0,8,2,4,11,0,2
9,2,2,8,34,5,12,5,3,5,8,0,0
6,3,10,11,18,16,16,13,2,14,11,0,0
9,1,10,9,0,5,6,12,1,11,8,0,4
12,1,4,8,5,0,0,5,1,6,11,5,0
3,4,4,8,39,8,8,6,1,3,9,1,1
6,1,14,11,14,21,12,6,1,18,7,1,1
12,1,9,5,2,6,3,5,3,7,10,2,0
9,0,2,4,6,1,1,6,0,5,9,4,4
1,0,3,6,33,11,5,2,1,2,4,1,1
4,0,15,4,19,16,14,10,0,8,3,0,1
13,1,10,2,2,5,7,11,2,8,9,0,0
12,2,6,10,9,0,2,7,2,9,8,3,2
5,4,2,10,38,7,9,5,1,6,8,2,0
7,1,8,12,12,15,20,14,5,12,7,1,1
7,0,15,7,1,2,7,11,2,11,11,1,1
7,4,4,4,5,0,0,6,3,8,11,4,0
9,2,2,11,33,8,6,4,2,5,8,0,0
7,3,11,10,18,15,15,6,1,7,11,1,1
10,1,13,8,4,5,10,12,1,12,6,2,1
8,3,2,11,7,0,1,9,1,6,10,6,1
3,2,2,8,34,7,7,7,3,6,6,1,1
5,0,14,4,18,19,15,8,1,4,9,1,0
15,1,4,5,1,8,4,11,0,8,5,1,2
8,1,6,10,5,0,0,5,1,7,5,5,0
8,3,1,5,39,4,6,7,3,4,7,1,0
10,2,7,7,16,19,22,9,2,11,11,1,0
9,3,8,7,0,6,3,11,1,8,7,0,1
8,1,5,6,4,0,0,9,3,4,5,2,1
4,0,1,5,35,7,6,6,1,2,10,1,1
11,2,14,4,19,17,15,5,1,8,8,1,0
9,3,6,11,2,7,5,11,1,12,6,0,0
8,0,2,8,4,1,2,8,2,8,7,1,0
5,1,5,4,34,5,8,4,1,7,11,1,0
8,2,7,5,19,15,19,7,3,13,7,0,0
10,2,10,11,3,1,9,11,2,11,11,1,1
4,0,4,8,3,0,3,7,1,4,8,3,0
4,2,5,5,42,7,5,3,2,6,2,1,1
7,3,11,7,14,18,22,9,1,12,7,2,0
12,3,12,5,1,6,2,13,1,8,8,0,0
6,1,2,9,5,0,0,10,0,10,8,4,2
3,2,3,5,35,6,7,6,5,4,11,1,0
9,2,5,7,18,17,14,5,1,8,10,0,1
15,1,9,8,2,11,4,9,0,9,10,2,0
13,2,4,6,2,0,1,7,1,6,5,2,1
3,0,2,10,44,7,6,5,1,6,8,1,0
8,1,10,3,14,26,15,12,2,9,10,0,0
18,1,12,8,0,2,4,11,4,14,11,0,0
16,1,1,8,7,0,0,7,2,3,10,5,2
4,3,2,11,37,8,10,3,1,3,10,0,0
10,1,13,8,16,16,13,8,2,9,7,2,1
8,1,5,9,0,6,7,11,2,12,7,0,0
8,1,9,3,2,0,0,6,1,5,8,0,3
4,1,4,10,41,7,6,4,2,4,5,0,0
6,2,14,11,17,19,20,6,1,16,8,1,0
12,2,10,6,0,3,5,8,0,9,8,0,0
7,1,4,11,7,0,0,8,0,5,7,4,2
2,1,4,4,39,9,10,6,5,3,4,1,1
11,1,11,7,13,13,20,9,2,17,10,1,0
11,4,12,10,1,3,5,11,1,11,9,0,0
8,0,3,11,6,0,0,8,1,4,12,4,0
4,2,8,10,37,9,9,8,1,6,8,1,0
10,1,14,10,17,19,14,9,3,13,10,1,0
9,2,7,8,0,5,4,11,2,9,11,0,0
5,2,9,9,5,0,0,6,1,5,11,4,2
4,1,3,6,34,8,7,2,2,2,5,0,1
6,0,9,7,17,14,19,7,3,12,4,2,1
13,2,8,5,4,5,6,13,2,8,10,1,0
9,3,2,9,4,0,1,7,1,6,7,1,1
4,2,4,9,34,9,6,5,1,7,5,0,0
7,1,12,4,18,17,16,13,2,6,10,0,0
12,3,12,7,4,3,7,12,3,14,10,0,0
5,1,8,9,4,2,0,2,2,5,10,3,2
4,0,1,11,42,10,3,5,0,4,5,0,3
7,0,12,5,14,20,19,4,1,12,8,1,1
18,2,8,7,0,5,3,13,1,10,6,1,1
11,1,4,10,4,0,0,3,2,3,9,4,1
3,1,4,9,38,11,4,5,1,3,7,1,2
8,2,9,7,18,12,21,3,1,14,7,3,0
8,0,12,6,0,6,6,11,2,17,5,0,0
14,1,3,7,7,0,0,4,3,6,8,3,3
5,2,4,10,38,10,8,2,1,6,11,0,0
4,3,17,6,14,12,20,5,0,11,7,0,0
17,2,4,9,1,4,5,14,2,8,5,0,1
9,3,2,10,4,0,1,8,0,8,9,2,2
5,1,1,10,34,6,5,6,1,8,7,2,2
11,3,10,6,20,16,21,7,1,7,11,1,0
13,2,8,8,2,6,4,20,0,12,10,0,1
5,2,5,10,6,1,1,7,2,7,9,2,2
4,1,8,8,37,6,8,4,1,4,10,0,0
8,2,7,6,17,22,14,12,0,11,11,0,0
14,3,12,8,0,6,4,6,2,9,8,0,1
11,2,6,11,8,0,0,5,2,2,6,6,2
7,5,6,7,34,11,5,2,3,3,5,0,0
9,0,11,11,18,17,14,5,0,11,6,1,0
10,1,11,10,0,5,7,7,1,12,5,0,0
6,3,9,5,7,0,1,7,0,4,5,4,0
3,4,4,9,36,8,5,8,4,7,8,1,1
10,0,10,11,17,19,15,6,1,11,10,0,0
13,0,8,5,0,8,5,9,1,12,10,2,1
10,4,4,7,4,0,0,3,0,2,8,1,1
8,1,8,10,41,5,10,2,0,3,6,0,0
2,1,10,11,15,19,16,8,0,7,2,1,0
11,0,13,6,0,5,5,16,2,5,6,3,0
9,1,5,8,5,0,0,3,0,12,3,4,1
7,1,5,10,32,6,5,7,3,3,10,0,0
7,1,11,8,21,17,16,4,1,11,9,1,0
5,2,11,7,2,9,6,6,3,14,9,0,0
6,1,4,5,6,0,1,7,2,8,8,0,5
5,0,4,6,40,9,6,4,2,4,6,0,1
8,1,10,5,13,16,20,8,0,8,10,0,0
9,0,9,7,1,5,4,13,3,12,4,0,0
14,2,3,5,7,0,0,3,1,2,9,5,2
9,1,1,11,35,10,9,5,0,9,3,0,0
7,2,13,8,18,12,16,6,3,11,10,1,0
8,1,9,9,0,4,9,8,1,11,8,0,0
6,1,8,11,4,0,0,11,2,7,5,2,0
5,1,3,7,35,6,5,7,2,2,12,2,0
9,1,8,8,19,18,19,7,1,7,10,1,2
13,4,8,5,2,9,2,14,1,12,4,0,1
6,2,8,7,5,0,1,6,2,5,5,3,1
9,4,5,5,30,6,7,4,3,3,10,0,0
8,2,9,11,21,15,12,8,2,8,11,2,2
14,2,10,9,4,11,7,10,1,10,6,0,1
8,1,4,11,7,0,2,5,1,5,9,5,1
8,1,7,8,33,9,6,8,2,5,7,1,1
10,2,13,10,17,16,17,13,2,9,9,0,1
9,1,7,9,3,4,5,13,5,5,7,1,0
10,0,4,11,10,1,2,14,0,10,10,6,2
6,2,6,7,33,10,7,2,3,4,12,1,0
9,5,10,8,15,19,13,13,2,6,10,0,1
21,0,8,11,2,7,3,10,1,10,10,0,0
11,2,2,8,4,1,0,4,1,8,5,1,0
4,3,3,7,42,7,6,8,3,6,11,0,0
8,0,10,7,14,18,24,5,3,8,10,1,1
13,1,11,9,0,2,3,19,2,15,10,0,0
5,1,3,9,8,0,0,5,2,4,11,6,3
3,1,4,5,36,8,9,2,1,4,9,2,0
6,1,7,5,16,19,12,13,1,6,5,0,0
10,3,7,5,0,6,6,14,1,9,8,0,0
8,0,6,6,7,0,0,2,5,9,8,2,1
5,3,8,3,34,10,5,3,4,5,9,0,0
8,2,13,8,17,15,17,7,1,19,10,1,0
8,1,7,10,2,6,6,10,5,10,10,0,0
12,0,9,8,7,1,0,7,2,7,9,3,3
7,2,6,9,30,8,7,7,1,4,11,0,3
6,2,7,11,21,12,18,4,3,15,8,0,0
10,1,11,9,2,5,9,10,1,5,8,2,0
7,2,4,10,6,0,1,8,3,6,5,2,1
5,3,7,6,41,9,8,5,0,4,8,1,0
11,4,11,8,13,17,21,7,0,11,5,1,0
11,1,6,10,0,4,1,16,3,7,6,0,0
14,2,3,8,6,0,0,6,0,7,8,3,2
6,3,4,9,39,9,9,8,4,6,8,0,0
8,0,13,10,15,14,19,10,5,11,10,0,0
11,3,9,8,0,3,6,12,1,4,9,3,2
5,0,4,12,6,0,0,8,0,4,9,1,3
3,1,0,4,34,8,7,3,1,3,4,1,0
10,2,14,6,20,16,18,11,3,7,6,0,0
8,4,11,7,0,7,4,16,2,10,8,1,0
9,1,3,8,8,0,0,5,0,5,8,1,1
7,2,6,8,40,8,9,4,1,8,9,3,1
7,2,10,10,12,21,12,6,5,10,7,1,0
17,4,7,11,0,9,1,12,0,4,9,3,0
8,0,7,4,8,0,0,8,0,4,8,7,4
6,1,12,5,33,8,10,0,1,6,9,1,1
10,3,13,11,18,16,13,7,1,9,3,0,2
11,1,8,11,1,8,5,14,2,8,4,3,0
12,1,4,10,7,0,0,9,3,7,9,2,1
4,0,5,11,33,5,9,5,2,2,12,2,0
8,2,8,10,20,17,18,4,1,15,9,1,1
9,1,8,9,0,6,5,7,1,10,5,2,0
9,1,5,6,4,0,0,4,0,6,5,3,2
3,2,2,6,37,4,9,6,2,2,6,1,2
5,1,8,3,19,20,16,9,1,9,7,0,1
10,1,14,6,0,4,7,13,2,9,6,0,0
8,3,4,8,5,0,0,11,2,7,9,2,1
3,2,2,9,34,4,9,4,0,6,11,1,0
5,1,5,3,19,15,22,10,1,9,7,1,0
8,1,9,5,2,4,6,11,3,10,6,1,1
14,3,9,7,6,0,0,4,0,7,8,3,2
5,2,9,10,39,7,6,5,1,4,5,1,2
8,3,14,10,15,25,14,11,3,12,9,2,1
13,0,18,10,0,5,3,12,1,8,11,0,3
4,1,5,11,8,0,0,5,2,5,8,6,1
7,0,6,11,38,9,10,6,1,8,9,0,1
5,3,15,10,13,23,8,11,0,7,10,3,1
14,3,13,10,1,4,5,6,2,7,11,2,0
6,2,5,10,6,0,1,6,1,6,5,3,2
7,1,3,9,37,7,7,3,4,5,6,2,0
11,1,12,7,16,16,21,8,1,12,9,0,0
11,3,8,10,1,3,6,12,2,13,7,0,1
7,2,5,12,8,0,0,4,1,4,8,1,2
3,4,5,8,40,9,10,6,3,5,5,0,0
5,0,12,8,10,22,14,13,3,7,7,1,0
12,0,13,8,2,2,3,6,2,12,7,0,0
2,4,1,1,5,0,0,10,2,3,6,2,1
5,1,4,6,42,5,4,4,1,8,10,0,0
7,2,9,7,13,22,21,9,2,11,11,1,1
16,0,18,7,0,2,6,17,6,8,11,1,1
9,4,5,11,4,0,0,12,3,6,10,3,0
4,2,4,9,33,9,5,4,3,5,9,1,0
9,3,7,11,22,15,16,6,0,7,12,1,1
10,2,10,9,1,7,8,9,3,17,7,0,0
12,1,5,7,7,0,0,8,0,2,10,2,1
6,1,5,9,34,7,6,3,1,1,8,1,1
4,2,16,8,19,20,13,5,0,8,4,1,0
8,1,12,4,0,7,7,13,1,15,4,0,0
9,1,4,10,4,0,0,6,4,4,7,3,1
2,3,10,7,39,5,4,4,1,4,11,1,1
7,3,12,9,17,14,26,7,3,12,8,2,0
10,6,11,10,0,4,7,14,0,13,10,1,1
3,1,4,10,5,0,0,16,1,6,7,6,4
3,0,10,10,31,8,7,4,4,3,10,0,1
6,1,7,8,22,17,11,11,1,9,11,2,0
5,0,19,7,2,9,7,7,3,10,10,1,0
9,2,11,5,4,0,1,9,2,9,11,7,4
11,4,2,9,48,8,7,6,2,8,10,0,2
7,2,7,10,8,20,20,8,4,9,12,1,1
16,0,14,10,0,3,2,10,2,10,9,1,0
4,6,8,10,5,0,0,4,0,5,4,4,2
6,3,4,10,38,5,11,5,3,7,4,2,0
4,1,8,11,16,22,12,7,1,15,11,0,1
13,0,13,6,1,9,1,8,4,10,8,1,0
6,1,11,6,4,0,0,10,0,9,11,7,2
6,3,5,10,35,8,6,4,9,4,11,1,0
9,0,12,10,20,20,13,8,3,7,10,1,2
15,3,11,9,1,5,7,8,2,9,10,2,1
5,2,7,10,6,0,1,9,0,6,10,5,0
5,2,6,4,33,9,10,2,3,7,6,0,0
11,1,13,10,18,19,11,9,2,11,6,0,0
13,3,13,11,3,3,6,12,1,10,11,1,1
5,2,2,10,5,0,2,8,1,7,11,2,1
2,1,9,10,38,8,6,10,2,7,9,0,2
5,2,11,8,16,16,19,10,1,8,11,0,1
8,1,16,7,1,5,6,12,2,15,11,0,0
3,5,4,6,7,0,0,9,2,4,11,6,0
1,0,7,9,36,8,7,4,4,4,11,1,1
7,0,13,4,13,14,20,7,1,10,8,1,1
8,3,8,6,4,4,5,12,0,14,5,0,1
5,1,2,8,7,0,2,4,1,2,10,3,1
4,2,4,5,37,11,8,5,0,3,3,2,0
12,0,13,10,14,13,20,12,2,13,4,0,0
15,3,9,6,2,5,3,12,3,12,9,0,0
4,2,5,11,8,0,0,9,6,6,11,3,0
5,4,2,10,33,9,10,5,0,5,9,0,0
11,2,7,6,18,12,18,8,2,11,11,2,1
12,0,6,11,1,5,6,22,2,13,12,0,0
11,1,3,6,5,0,0,8,3,5,11,3,3
5,2,3,9,38,5,10,4,3,6,11,1,0
3,2,7,8,16,14,19,14,2,10,10,0,2
13,0,9,3,1,4,7,12,3,15,11,0,1
4,0,7,10,4,0,1,10,0,7,11,0,0
6,2,2,4,35,8,5,6,2,7,10,4,0
4,1,12,8,19,14,18,7,1,13,9,1,0
9,1,7,9,2,5,10,6,0,11,12,1,0
7,2,10,3,6,0,0,6,0,9,6,3,0
7,1,4,12,39,8,7,3,0,5,7,0,2
5,2,12,10,14,17,18,11,2,8,10,0,0
7,0,9,8,1,6,4,16,0,12,10,1,3
10,1,5,6,6,0,0,6,0,6,9,2,1
7,0,4,7,35,7,8,7,0,2,9,1,1
10,1,8,9,19,12,18,15,3,6,11,0,0
14,1,1,9,0,5,10,10,1,18,10,0,1
5,1,4,4,5,0,0,6,1,7,7,3,1
7,1,4,4,36,3,9,2,0,5,9,0,1
6,3,13,8,16,19,16,8,2,9,4,0,0
6,1,9,11,3,10,2,15,1,4,4,1,1
10,0,7,6,4,1,0,7,1,8,8,2,0
5,0,2,7,35,9,7,3,2,5,11,0,2
6,2,19,5,20,16,14,10,2,9,11,2,0
9,2,7,9,1,8,6,16,2,6,11,0,1
11,1,8,8,5,0,0,4,2,5,6,3,2
4,3,5,7,40,9,8,2,2,2,3,2,0
7,1,13,9,14,20,13,6,1,12,8,0,0
10,0,10,9,1,9,1,15,2,7,3,0,0
11,2,9,6,3,0,0,3,2,2,10,4,2
3,2,6,8,39,5,9,3,0,8,9,1,0
7,3,12,9,18,17,15,11,2,9,8,1,0
7,0,9,10,0,6,8,6,0,14,9,2,0
9,0,6,7,6,0,0,7,2,5,7,1,2
7,0,6,8,41,9,8,5,0,4,8,0,0
10,2,15,9,12,16,14,9,1,15,6,4,0
18,1,5,11,1,6,7,8,2,4,10,1,2
8,3,8,10,7,0,0,5,1,7,2,7,1
3,3,6,11,36,11,5,6,2,3,10,0,0
15,3,13,10,17,13,21,4,1,12,6,2,1
9,4,11,9,0,4,6,10,0,9,4,1,0
5,1,8,12,8,0,0,5,3,6,5,3,1
4,2,7,10,36,8,10,2,1,2,7,1,1
7,2,14,10,16,19,11,9,2,10,3,2,1
12,2,13,10,0,9,3,12,1,11,6,1,0
8,1,8,11,3,0,0,7,5,8,9,2,0
3,4,1,9,39,7,5,3,5,3,10,1,0
7,1,13,7,18,20,17,11,2,7,10,1,2
9,0,11,8,0,5,6,11,4,12,11,0,2
4,1,7,3,5,0,0,6,1,4,8,0,4
6,3,2,7,40,6,7,2,3,3,8,1,1
2,1,19,8,14,25,15,10,1,9,6,1,0
17,3,7,4,1,4,3,8,1,10,8,0,1
5,3,3,8,5,0,0,8,2,8,5,5,0
6,2,4,6,32,8,5,3,2,2,11,0,3
8,2,8,9,19,15,15,6,1,11,8,1,2
9,0,10,4,4,5,10,19,3,12,11,0,0
6,2,1,7,6,0,2,9,4,5,11,3,0
6,1,4,6,35,8,7,4,0,4,9,2,0
8,2,8,5,18,17,14,8,1,17,7,2,1
12,0,11,11,1,7,7,10,2,8,9,1,1
5,0,7,6,2,0,0,13,2,6,10,4,1
7,1,5,6,45,9,5,4,3,2,9,0,0
10,2,16,10,12,22,14,8,2,18,10,0,0
15,1,8,9,1,2,7,8,3,9,9,0,0
9,3,5,8,4,0,1,6,3,8,11,1,2
6,2,7,11,29,4,9,3,2,7,10,0,1
6,1,10,9,26,14,16,10,1,8,11,0,1
7,0,5,11,1,6,11,15,1,8,6,1,0
7,0,7,6,10,0,0,9,3,8,8,1,2
1,1,3,8,42,8,14,4,1,7,9,2,0
7,0,16,3,8,19,15,11,1,12,6,0,2
10,0,8,10,0,1,3,7,0,9,10,0,0
6,2,6,6,3,0,0,6,0,6,6,4,0
3,2,5,7,36,8,5,4,1,5,6,2,0
6,1,9,9,20,16,18,7,3,18,10,0,0
12,0,9,8,1,6,7,9,2,10,10,0,1
7,2,4,5,6,0,0,4,1,10,10,4,2
5,0,4,5,35,6,8,8,4,2,8,0,1
4,1,6,8,19,17,20,5,2,12,9,0,0
15,1,8,6,0,3,6,13,1,13,6,1,0
8,1,6,5,7,0,0,9,3,4,11,6,1
5,2,6,8,32,10,6,3,2,3,7,0,0
6,2,11,10,19,14,15,5,0,16,6,2,1
14,0,11,10,2,7,8,11,0,13,11,2,0
8,0,5,10,4,0,0,5,1,6,11,2,3
7,2,2,8,32,6,8,2,2,6,4,0,0
7,0,13,8,22,13,11,12,2,9,10,1,0
17,3,10,10,2,11,9,11,1,10,9,2,0
6,5,4,10,4,0,2,7,2,5,10,1,0
7,0,6,9,39,6,6,3,0,5,6,1,1
4,3,8,7,17,14,24,8,1,11,6,1,1
13,0,14,9,0,5,5,15,3,6,7,0,0
3,2,8,11,6,0,0,9,0,8,6,3,3
3,2,5,11,36,6,7,3,1,8,9,2,0
3,2,8,5,17,17,19,11,0,13,9,1,1
13,1,13,6,1,2,8,15,2,12,9,1,0
2,2,6,8,8,0,1,7,1,5,11,5,0
4,2,6,7,34,13,5,5,2,4,11,1,1
4,3,17,8,13,16,13,7,0,8,9,2,0
12,1,12,8,5,4,5,11,2,7,5,1,0
6,2,6,11,5,2,2,10,3,6,8,4,2
2,1,4,7,37,11,6,6,4,4,9,0,0
14,0,10,5,16,16,14,8,1,10,12,0,1
9,1,9,7,2,4,8,10,3,6,5,0,2
10,1,5,10,4,0,1,7,1,3,9,2,3
8,0,6,9,44,8,4,6,1,7,3,3,1
7,3,10,11,11,21,18,2,0,10,10,3,0
10,1,9,7,1,2,7,20,0,12,6,3,1
7,2,6,6,6,0,0,9,3,6,11,4,2
4,0,4,8,36,6,10,6,2,7,10,0,0
8,1,10,9,18,14,18,7,3,15,10,0,0
5,2,9,5,0,4,8,10,5,15,9,2,0
7,1,7,7,5,0,0,4,1,7,11,2,4
2,4,5,7,33,6,6,5,2,4,7,0,0
10,0,7,9,21,19,12,6,2,7,9,1,0
12,2,12,8,1,7,9,11,2,14,6,0,1
5,2,4,5,6,0,1,7,1,3,10,4,1
5,4,4,4,33,9,8,1,3,5,4,0,0
12,1,9,10,20,12,18,11,1,11,5,0,0
16,2,9,11,1,6,6,5,1,15,9,3,1
12,3,7,11,4,0,1,4,2,9,5,4,3
4,2,3,10,40,4,7,5,1,5,9,1,0
7,2,9,10,16,22,14,9,1,12,12,1,1
17,5,13,8,0,6,7,11,3,4,6,1,0
12,2,6,11,7,0,0,6,0,9,10,4,2
5,2,4,10,32,9,7,3,0,1,8,0,0
7,2,9,9,20,16,17,9,1,13,3,1,1
9,0,8,10,1,7,4,6,1,7,6,1,0
8,0,3,4,3,0,0,4,1,7,6,5,1
7,1,4,7,44,9,7,4,2,2,6,1,1
13,2,12,7,12,23,12,5,1,16,4,0,0
12,2,12,10,1,2,6,11,2,11,9,0,0
3,3,4,6,7,0,1,6,1,5,10,1,2
4,1,7,8,38,11,6,5,1,7,11,2,0
9,2,15,7,13,15,19,5,3,8,11,1,1
13,3,8,10,2,4,4,14,1,13,7,0,0
6,2,6,11,6,1,0,6,2,3,7,1,1
8,1,4,8,40,8,7,7,0,5,7,1,0
14,3,9,11,13,12,22,9,2,11,9,1,0
10,3,10,10,1,4,7,13,1,14,10,0,1
4,4,8,11,8,0,0,7,3,6,7,4,5
4,2,3,11,34,7,7,2,2,3,9,1,1
6,2,4,7,17,9,25,11,2,16,5,0,1
10,1,8,5,1,6,6,17,5,9,10,0,0
9,0,4,6,10,0,0,9,1,8,11,5,2
4,2,2,9,34,11,7,6,3,2,9,0,0
14,1,7,5,15,20,10,6,4,14,10,0,0
13,1,14,8,1,7,5,5,2,6,6,1,0
6,2,4,7,7,0,0,11,3,8,10,4,0
4,3,2,6,31,11,3,4,5,6,11,1,0
